Date,NFLX,WBD,PSKY,MKT
2024-01-03,0.0038420490928494644,-0.030874785591766707,-0.014583333333333393,-0.008016310936719062
2024-01-04,0.009355730384860594,0.004424778761061843,0.02114164904862581,-0.003428406248073834
2024-01-05,-0.001263956182852355,-0.013215859030836996,0.01104209799861966,0.001825673750394552
2024-01-08,0.02299093018350562,0.017857142857143016,0.0027303754266210234,0.014114671594383177
2024-01-09,-0.005979381443298903,-0.032456140350877294,-0.0313138189244383,-0.001477892491718369
2024-01-10,-0.007882182119892223,-0.005439709882139487,-0.007730147575544688,0.005665930831493693
2024-01-11,0.029061258624294428,-0.0391978122151323,-0.05453257790368271,-0.000671063771963798
2024-01-12,0.0,0.010436432637571214,-0.0014981273408238849,0.0007510083175741311
2024-01-16,-0.02234863876472981,-0.028169014084507116,-0.0075018754688671585,-0.0037313198838587747
2024-01-17,-0.0018703241895261513,-0.018357487922705307,-0.017384731670445963,-0.0056168930629166836
2024-01-18,0.010410160316468797,0.011811023622047223,0.00846153846153852,0.00880526501252299
2024-01-19,-0.004945394601277631,0.006809338521400754,0.02212051868802445,0.012313478102632613
2024-01-22,0.005798301925864502,0.011594202898550732,0.026119402985074647,0.002194301015948863
2024-01-23,0.013382746551369173,0.006685768863419206,-0.005090909090909146,0.0029213904746590025
2024-01-24,0.10707029662738732,-0.012333965844402162,-0.023391812865497075,0.0008119886527155895
2024-01-25,0.03138190493668569,0.016330451488952846,0.04491017964071875,0.005260293105750158
2024-01-26,0.014946619217081736,0.003780718336483746,-0.011461318051575908,-0.0006517972440622799
2024-01-29,0.009467040673211802,-0.012241054613935876,-0.0036231884057971175,0.007556783214781593
2024-01-30,-0.022577283779089963,-0.03717826501429944,-0.005090909090909146,-0.000600657882721567
2024-01-31,0.0023098791755506998,-0.007920792079207928,0.06652046783625742,-0.01610568186202166
2024-02-01,0.0060273001240915836,0.043912175648702645,0.006168608636052175,0.012493679898465615
2024-02-02,-0.0051101321585902415,-0.020076481835564097,-0.017029972752043543,0.01068446187367389
2024-02-05,-0.004427913567127129,-0.017560975609756113,-0.028413028413028396,-0.00318637682737688
2024-02-06,-0.011030065824586321,0.0,-0.002139800285306692,0.002310426660138587
2024-02-07,0.006116207951070374,-0.03177755710029795,-0.08148677626876344,0.008241442161546875
2024-02-08,-0.0014303593777936774,0.00820512820512831,0.012451361867704236,0.0005705637169521882
2024-02-09,0.005013428827215671,-0.019328585961342792,-0.008455034588777832,0.005742400323335062
2024-02-12,-0.006235524674861992,0.03319502074688807,0.03953488372093017,-0.0009489496897510108
2024-02-13,-0.005916098960200733,-0.04216867469879537,-0.030574198359433313,-0.013674270785210219
2024-02-14,0.044724977457168524,0.019916142557652172,0.014615384615384475,0.00957972369210025
2024-02-15,0.02451234248230616,0.04213771839671132,-0.045489006823351,0.0058212781615079034
2024-02-16,-0.01600673967986521,-0.030571992110453694,-0.046862589356632234,-0.004803438753173572
2024-02-20,-0.015239726027397316,0.006103763987792554,-0.004166666666666763,-0.006005310084565729
2024-02-21,-0.003129890453834161,-0.032355915065722995,-0.012552301255229992,0.0012641920124771833
2024-02-22,0.02651316937031223,-0.0010449320794148065,-0.007627118644067732,0.021122887309807714
2024-02-23,-0.00832625318606628,-0.09937238493723854,-0.04269854824935948,0.00034794369209545373
2024-02-26,0.006854009595613331,-0.00696864111498241,-0.010704727921498791,-0.0037867473667663187
2024-02-27,0.02399591558883607,0.01754385964912264,0.014427412082957725,0.0017062725735916828
2024-02-28,-0.008642180488615647,0.0011494252873565092,-0.016888888888888842,-0.0016580743494716277
2024-02-29,0.010729253981559106,0.00918484500574035,-0.001808318264014619,0.005229044372909275
2024-03-01,0.027201857687842113,-0.013651877133105672,-0.008152173913043459,0.008007817482197588
2024-03-04,-0.005651542063620285,-0.06459054209919268,-0.059360730593607136,-0.0011932849011501157
2024-03-05,-0.02809353686261773,0.0036991368680643344,-0.008737864077669855,-0.010193044173106403
2024-03-06,-0.001336675020885525,0.033169533169533194,0.028403525954945996,0.005141130024711504
2024-03-07,0.01806926551781829,0.03923900118906065,0.028571428571428692,0.010304108322428451
2024-03-08,-0.006080525883319754,-0.0011441647597253413,0.012037037037036846,-0.00652853397862474
2024-03-11,-0.0064484126984125645,0.03894616265750295,0.06312900274473932,-0.001122238074512727
2024-03-12,0.016974538192710886,-0.023153252480705766,-0.002581755593803692,0.011201772588189884
2024-03-13,-0.0027818687612501947,-0.0011286681715575453,0.007765314926660993,-0.001924537270519222
2024-03-14,0.005907449950771193,-0.0361581920903955,-0.03595890410958902,-0.002871076469757039
2024-03-15,-0.011582381729200564,0.0011723329425556983,-0.00444049733570151,-0.006482890915021411
2024-03-18,0.020630467073774472,-0.007025761124121677,-0.000892060660125038,0.006318044044564486
2024-03-19,0.0037192755498058894,0.002358490566037652,-0.0008928571428571397,0.005649179907640134
2024-03-20,0.011277589817947575,0.028235294117647136,0.11796246648793574,0.008904105621114988
2024-03-21,-0.007965588657001699,-0.0022883295194507935,-0.05515587529976018,0.0032365990253835353
2024-03-22,0.008511321663722482,-0.03211009174311941,-0.048223350253807085,-0.0014022623165372838
2024-03-25,-0.0007961783439489611,0.0023696682464455776,0.01777777777777767,-0.0030549197773100945
2024-03-26,0.002709163346613641,-0.009456264775413725,-0.006986899563318771,-0.0027998213940082506
2024-03-27,-0.024952320406865902,0.031026252983293423,0.029023746701847042,0.008630596627706266
2024-03-28,-0.010105949470252673,0.01041666666666674,0.005982905982905962,0.001116511606195525
2024-04-01,0.01152642845381191,0.0068728522336767295,-0.001699235344095107,-0.0020135697089078697
2024-04-02,-0.0001627869119322778,-0.03526734926052322,0.0008510638297871687,-0.00723906654944817
2024-04-03,0.0258873331162488,0.02948113207547176,0.14965986394557818,0.0010910886106099138
2024-04-04,-0.020631645770512574,-0.03321878579610549,-0.08505917159763321,-0.012334284436888443
2024-04-05,0.030951223464592337,-0.01421800947867291,-0.03233629749393685,0.011099216857287653
2024-04-08,-0.012260295504558205,0.024038461538461453,-0.07602339181286555,-0.00037468728023148934
2024-04-09,-0.01623169955442394,0.0199530516431925,-0.008137432188065064,0.0014454894769517779
2024-04-10,0.0006470397929472238,-0.04257767548906777,-0.042844120328167756,-0.009456977183866844
2024-04-11,0.016488845780795458,0.026442307692307487,0.07333333333333325,0.007444813046443954
2024-04-12,-0.009541984732824416,-0.023419203747072515,-0.027506654835847244,-0.014550707243232486
2024-04-15,-0.025048169556840083,0.0023980815347721673,-0.005474452554744547,-0.012021290507689297
2024-04-16,0.016963109354413808,-0.02631578947368407,-0.0431192660550459,-0.002056572537150636
2024-04-17,-0.006153846153846176,0.011056511056511065,0.0364333652924258,-0.005780564238499708
2024-04-18,-0.005051328010428513,0.009720534629404698,0.014801110083256352,-0.0022081912146246774
2024-04-19,-0.09105797576154606,0.010830324909747224,0.1340018231540565,-0.00875852104918673
2024-04-22,-0.0007207207207207134,0.008333333333333304,-0.004823151125401881,0.008731224445012842
2024-04-23,0.04183195095564374,-0.0035419126328218864,0.029079159935379684,0.01196463497385536
2024-04-24,-0.03928695050190378,-0.007109004739336289,-0.004709576138147598,0.0002129946455513565
2024-04-25,0.01747432894973877,-0.010739856801909475,-0.039432176656151396,-0.004576437949929346
2024-04-26,-0.006373937677053854,-0.021712907117008462,-0.02216748768472898,0.010209134739185721
2024-04-29,-0.0030292230933712805,0.004932182490752224,0.028547439126784147,0.003178456301617949
2024-04-30,-0.015907059874888274,-0.09693251533742331,-0.07020408163265301,-0.015730517164206925
2024-05-01,0.0019978205593897957,0.03532608695652173,0.07638279192273911,-0.003435477561168243
2024-05-02,0.024288562624614762,0.04330708661417315,0.13050570962479613,0.009128425650457572
2024-05-03,0.02512829587683596,0.002515723270440251,-0.06998556998556993,0.012556771059594851
2024-05-06,0.030554117037804307,-0.0012547051442910462,0.03103180760279267,0.010326085896653403
2024-05-07,0.015075376884422065,-0.023869346733668362,-0.03009781790820154,0.0013434374239973401
2024-05-08,0.005775577557755707,0.0038610038610038533,-0.005430566330488773,-5.782909574536532e-06
2024-05-09,0.004265791632485527,0.03076923076923066,0.020280811232449292,0.005090917502462489
2024-05-10,-0.0019604639764744247,0.013681592039801238,-0.002293577981651307,0.0016493801399288799
2024-05-13,0.009330495989523513,0.02822085889570558,-0.0030651340996169507,-0.00024125544739483917
2024-05-14,-0.0047032111579630165,0.021479713603818507,-0.05226748654880864,0.004837764439558523
2024-05-15,-0.0003258921297050188,-0.04205607476635531,0.018653690186536842,0.011715980391409309
2024-05-16,-0.004889975550122272,0.003658536585366079,0.006369426751592355,-0.0020817045486656305
2024-05-17,0.017362817362817307,-0.021871202916160404,-0.049050632911392444,0.0011647882803798026
2024-05-20,0.031717919819674645,0.004968944099378758,0.0,0.0009164157208665369
2024-05-21,0.015293383270911454,-0.024721878862793645,0.006655574043261225,0.0025018226757822504
2024-05-22,-0.015524131570857747,0.021546261089987473,0.008264462809917328,-0.002706049712388192
2024-05-23,-0.007494145199063218,-0.04466501240694798,-0.03360655737704921,-0.0073808038801509435
2024-05-24,0.017461066540821246,0.0025974025974024872,0.014418999151823764,0.007000971935366307
2024-05-28,0.00340136054421758,0.01943005181347157,0.004180602006688794,0.00024883499977379486
2024-05-29,0.008628659476116907,-0.026683608640406642,-0.025811823480432983,-0.007367076011488782
2024-05-30,-0.010540788267644374,0.05483028720626626,0.010256410256410442,-0.005974995016091
2024-05-31,-0.009417940404508274,0.01980198019801982,0.0076142131979695105,0.008027917211029578
2024-06-03,-0.012157107231920095,0.010922330097087318,0.07472712006717042,0.001116056625188655
2024-06-04,-0.0034711265383402523,-0.010804321728691502,-0.04375000000000007,0.0015028201536890773
2024-06-05,0.029607346421786085,0.00728155339805836,-0.013071895424836666,0.011847660516995706
2024-06-06,-0.0027679532523451345,0.004819277108433662,-0.009105960264900625,-0.0001998494591923805
2024-06-07,-0.010794140323824086,-0.008393285371702697,0.003341687552213868,-0.0011152708034434244
2024-06-10,0.004676539360872978,-0.01813784764207982,-0.0024979184013321776,0.0025808913052016713
2024-06-11,0.006361520558572531,-0.009852216748768461,-0.07846410684474137,0.0027104214117694703
2024-06-12,0.0023126734505087843,-0.028606965174129306,0.007246376811594235,0.008503679780924589
2024-06-13,0.004922319643131612,-0.06658130601792567,-0.06924460431654678,0.0023445728948188194
2024-06-14,0.024644114495637526,-0.006858710562414272,-0.017391304347826098,-0.00039383555341243603
2024-06-17,0.009560800717060003,-0.011049723756906049,-0.03343166175024581,0.007664408277487045
2024-06-18,0.014649304527966756,-0.023743016759776525,-0.02238046795523918,0.002521363070800975
2024-06-20,-0.009771036896601859,0.007153075822603716,0.0468262226847036,-0.0025259566650810417
2024-06-21,0.01045655375552279,0.019886363636363535,0.008946322067594492,-0.001562165984246855
2024-06-24,-0.024923480542194953,0.01810584958217265,0.013793103448275668,-0.0030651719607218686
2024-06-25,0.005082212257099927,-0.009575923392612817,-0.017492711370262315,0.003933647462219136
2024-06-26,0.007882212968471247,0.0013812154696133394,-0.013847675568743667,0.0015724132887204867
2024-06-27,0.009738822487826537,0.01379310344827589,0.029087261785355922,0.0009072819876230209
2024-06-28,-0.013736665205319465,0.01224489795918382,0.012670565302144388,-0.004083627735109618
2024-07-01,-0.0019262112905614748,-0.045698924731182866,-0.024061597690086645,0.0026755889592124937
2024-07-02,0.008907363420427528,0.014084507042253502,0.05719921104536496,0.006195331948881222
2024-07-03,0.004267216009417485,0.004166666666666652,0.06902985074626877,0.005084398104196586
2024-07-05,0.012014652014652016,-0.0027662517289074318,0.030541012216404928,0.0054487793072806046
2024-07-08,-0.007239032865209216,-0.01386962552011095,-0.053344623200677455,0.0010166708878267539
2024-07-09,0.0,0.03234880450070321,0.03130590339892669,0.0007410929775606423
2024-07-10,-0.011812746098876836,-0.0027247956403269047,0.014744145706851786,0.010208033738690059
2024-07-11,-0.0365997638724912,0.008196721311475308,0.002564102564102555,-0.008763008283767415
2024-07-12,-0.007965686274509776,0.0027100271002711285,-0.01449275362318836,0.005517016620885551
2024-07-15,0.013588634959851742,0.002702702702702675,0.0017301038062282892,0.002826181805230199
2024-07-16,-0.0001523461304083762,0.07547169811320753,0.031951640759930955,0.006389379210899104
2024-07-17,-0.01340850220935541,0.04260651629072676,-0.006694560669456062,-0.013927512704686507
2024-07-18,-0.006949806949806958,0.024038461538461453,-0.020219039595619104,-0.007816372508844482
2024-07-19,-0.015085536547433942,0.01760563380281699,-0.009458297506448887,-0.007140293511332718
2024-07-22,0.022422232749092164,-0.013840830449826869,0.0017361111111111605,0.010792007266121617
2024-07-23,-0.00725868725868728,0.008187134502923854,0.017331022530329365,-0.001558116673645582
2024-07-24,-0.010578718108276264,-0.017401392111368708,-0.0076660988074956915,-0.023149031452155744
2024-07-25,-0.002987421383647826,-0.05667060212514763,-0.016309012875536433,-0.005142681306694263
2024-07-26,-0.0042580034694842395,0.040050062578222745,-0.023560209424083878,0.011090490848678192
2024-07-29,-0.006968641114982521,0.013237063778579916,-0.011617515638963294,0.000813320877067536
2024-07-30,-0.007017543859649145,0.04275534441805218,0.016274864376130127,-0.004960154039322595
2024-07-31,0.009155155798265424,-0.01480637813211838,0.016014234875444844,0.01579342363752767
2024-08-01,-0.005411427661944912,-0.03121387283236987,-0.027145359019264514,-0.013693569708273734
2024-08-02,-0.018082893262922117,-0.013126491646778149,-0.009900990099009799,-0.018381839946536194
2024-08-05,-0.024608865710560646,-0.047158403869407506,-0.042727272727272836,-0.029968802370122227
2024-08-06,0.018546365914786866,-0.03934010152284262,-0.007597340930674323,0.01035414252467537
2024-08-07,0.0031167979002624246,0.018494055482166427,0.000956937799043267,-0.007734688541859436
2024-08-08,0.030744071954210916,-0.08949416342412453,-0.02390057361376674,0.023042600250024137
2024-08-09,0.0057115659209900915,0.0014245014245015675,0.008814887365328206,0.004671658542179324
2024-08-12,-0.001262028711153107,-0.045519203413940335,0.0019417475728153999,4.303763360380408e-05
2024-08-13,0.023534986574000882,0.05216095380029806,-0.0029069767441861627,0.01684757287548244
2024-08-14,0.021141975308642147,-0.014164305949008416,-0.005830903790087327,0.0038237680860733203
2024-08-15,0.0022668883179688404,0.04022988505747138,0.07135874877810355,0.01613320110499883
2024-08-16,0.0164354644149578,0.023480662983425438,0.0036496350364962904,0.001989818192314141
2024-08-19,0.021361815754339153,0.029689608636977116,0.006363636363636349,0.009722284736913167
2024-08-20,0.014524328249818419,0.0183486238532109,-0.011743450767841113,-0.0019845762938528466
2024-08-21,-0.0020042949176807268,-0.01158301158301156,0.013711151736745864,0.004239680407066571
2024-08-22,-0.011619566776645884,-0.0234375,0.008115419296663706,-0.008932812652890587
2024-08-23,-0.0033381712626996407,0.07333333333333347,0.01610017889087656,0.011483420217425433
2024-08-26,0.0024756079801950825,0.022360248447204967,-0.002640845070422504,-0.0031537231503155905
2024-08-27,0.010604299825682562,-0.014580801944107047,-0.07149161518093561,0.0015952029967027936
2024-08-28,-0.017105074026160683,-0.01726263871763256,0.017110266159695797,-0.005976038963347419
2024-08-29,0.012723018426440635,-0.030112923462986108,-0.0224299065420559,-3.934065069444159e-05
2024-08-30,0.012851985559566792,0.014230271668822736,0.0009560229445506607,0.010093062182132906
2024-09-03,-0.037211291702309635,-0.061224489795918324,-0.0047755491881567025,-0.021151122441753323
2024-09-04,0.006515622686213529,-0.005434782608695676,0.0038387715930903177,-0.0016024800458679378
2024-09-05,0.0057378255112550125,0.013661202185792254,-0.007648183556405397,-0.0030180776693048417
2024-09-06,-0.026038619075482772,-0.02695417789757415,-0.027938342967244734,-0.01726020776209658
2024-09-09,0.014418744367678205,0.011080332409972415,0.021803766105054523,0.01158009178281283
2024-09-10,-0.0026650873556411936,-0.03835616438356171,-0.02133850630455869,0.004472633223969957
2024-09-11,0.011728028503563026,-0.011396011396011319,-0.01090188305252715,0.010665050805019227
2024-09-12,0.007776962582538571,0.10374639769452454,0.028056112224448926,0.007495323299958834
2024-09-13,0.014997087944088383,0.10835509138381205,0.030214424951267027,0.0054076658041088965
2024-09-16,-0.0008607086501217776,0.008244994110718551,-0.014191106906338735,0.0012566610143582846
2024-09-17,0.014931801866475025,-0.012850467289719725,0.0019193857965451588,0.00026450846693371055
2024-09-18,-0.023199886829820326,-0.0035502958579880506,0.011494252873563315,-0.0028964004415590328
2024-09-19,0.019985517740767733,-0.002375296912113911,-0.009469696969696906,0.01697678640717948
2024-09-20,-0.004685503336646524,-0.01904761904761909,-0.008604206500956169,-0.0019409693295342478
2024-09-23,0.006276747503566549,-0.009708737864077666,0.0009643201542912649,0.002809269537312087
2024-09-24,0.0239580379926283,0.019607843137254832,0.016377649325626242,0.002511117289812015
2024-09-25,-0.0009691264017722689,-0.01562500000000011,0.0,-0.0018611774432969463
2024-09-26,-0.014135254988913437,0.013431013431013605,0.010426540284360186,0.004038614114003858
2024-09-27,-0.005622715771717801,0.009638554216867545,0.012195121951219523,-0.0012531829977877607
2024-09-30,0.002685891998869261,-0.015513126491646823,-0.01575532900834109,0.0042365423122701085
2024-10-01,-0.004511490201607349,-0.010909090909090868,-0.0018832391713746732,-0.009324110452443968
2024-10-02,0.00708114997875664,-0.023284313725490224,-0.016037735849056545,0.00013838405955768351
2024-10-03,-0.006046969483898046,-0.02885821831869506,0.0019175455417066445,-0.001681396399709989
2024-10-04,0.01825127334465182,0.0051679586563306845,0.006698564593301537,0.008970269862489832
2024-10-07,-0.024732527441989727,-0.007712082262210873,0.0,-0.009586042249529192
2024-10-08,0.028351617039464427,0.0,-0.0019011406844106071,0.00968935768284096
2024-10-09,0.00775838182321964,0.0012953367875647714,0.004761904761904745,0.0071133846739683815
2024-10-10,0.003986802309595916,-0.02457956015523932,-0.019905213270142275,-0.0020700823889336917
2024-10-11,-0.010269752156647938,-0.0026525198938992522,0.0009671179883945502,0.00605185076253667
2024-10-14,-0.013558384061981288,0.0026595744680850686,0.0019323671497584183,0.007707612858403268
2024-10-15,-0.009817671809256745,0.007957559681697646,0.012536162005786,-0.0076094097971791674
2024-10-16,-0.005665722379603277,0.05263157894736836,0.0019047619047618536,0.004679068519722218
2024-10-17,-0.02051282051282044,-0.02749999999999997,-0.018060836501901045,-0.00017116048520571248
2024-10-18,0.11096567771960442,0.005141388174807249,0.011616650532429773,0.003971603038276372
2024-10-21,0.010734389317973436,-0.034526854219948944,-0.013397129186602741,-0.0018227794573267841
2024-10-22,-0.010231835254500665,-0.0026490066225165476,-0.0038797284190107417,-0.0004748905872585807
2024-10-23,-0.01949751373985864,-0.026560424966799445,0.003894839337877487,-0.009191277003007925
2024-10-24,0.007073268383824827,0.02592087312414737,-0.0009699321047526022,0.002145782089274073
2024-10-25,0.0001325205406839114,0.010638297872340496,-0.002912621359223433,-0.0002994908655286066
2024-10-28,-0.0074201669537564685,0.0013157894736843812,0.015579357351509282,0.002651460369276215
2024-10-29,0.01374983313309297,-0.007884362680683377,0.003835091083413289,0.0016141440228589765
2024-10-30,-0.0075059257308400795,0.029139072847682135,0.018147086914995114,-0.0033002338451409985
2024-10-31,0.0030516120472334762,0.04633204633204646,0.026266416510318802,-0.018614747655095742
2024-11-01,0.00013227513227520582,0.012300123001230068,0.00365630712979903,0.004092578148962911
2024-11-04,-0.0007935458272715357,-0.007290400972053468,-0.010018214936247882,-0.002812107247591178
2024-11-05,0.011118464592984934,0.004895960832313362,0.02023919043238287,0.012265675189796932
2024-11-06,0.021337871449142565,0.020706455542021995,0.026149684400360806,0.025295879476236127
2024-11-07,0.02089207895411449,0.11813842482100223,0.013181019332161537,0.007431219893945906
2024-11-08,-0.0018832391713747842,-0.02027748132337237,-0.039895923677363276,0.0037568431802581514
2024-11-11,0.013081761006289438,0.016339869281045694,0.04336043360433606,0.000969053663222974
2024-11-12,0.017506828904891858,-0.011789924973204635,-0.008658008658008809,-0.002892682479775477
2024-11-13,0.01342281879194629,0.054229934924078016,-0.02532751091703045,0.00023228648443596178
2024-11-14,0.008187838651414925,0.014403292181069727,0.017025089605734678,-0.0060497412027306074
2024-11-15,-0.01588439030216171,-0.06490872210953336,-0.04493392070484581,-0.013203522508181798
2024-11-18,0.028033980582524043,0.027114967462039008,-0.02121771217712176,0.003917814472747416
2024-11-19,0.028568055719513596,0.0031678986272438703,-0.026390197926484338,0.003963608105035599
2024-11-20,0.014461150005738554,0.047368421052631504,0.02420135527589551,2.1970667468895755e-05
2024-11-21,0.015386355922615724,0.028140703517588017,0.04820415879017004,0.005340444913141784
2024-11-22,0.0003342618384400975,-0.011730205278592476,-0.018935978358881833,0.0034679787718681077
2024-11-25,-0.03586544887502785,0.028684470820969477,0.022058823529411686,0.0030204344198856425
