Date,t,MKT,NFLX_return,NFLX_expected_return,NFLX_AR,NFLX_CAR,WBD_return,WBD_expected_return,WBD_AR,WBD_CAR,PSKY_return,PSKY_expected_return,PSKY_AR,PSKY_CAR
2026-02-27,0,-0.00433935555214604,0.13772313512235468,-0.002969860849055382,0.14069299597141005,0.19971073911694737,-0.021874999999999978,-0.0043087140335639545,-0.017566285966436022,-0.015426268699939358,0.20840787119856885,-0.0005701033968198953,0.20897797459538875,0.22119577963172668
2026-03-02,1,0.0003983206568511921,0.008832086450540455,0.0013769027247867553,0.0074551837257537,0.20716592284270108,0.011714589989350266,0.004200738815648244,0.007513851173702022,-0.007912417526237336,-0.012583271650629113,0.001668798767305507,-0.01425207041793462,0.20694370921379207
2026-03-03,2,-0.009443997198334109,0.0062828303635802385,-0.00765331100190242,0.013936141365482659,0.22110206420818374,-0.010526315789473717,-0.013477282226947574,0.002950966437473857,-0.00496145108876348,-0.06671664167916047,-0.002982423851947436,-0.06373421782721303,0.14320949138657904
2026-03-04,3,0.007756031939536001,0.009825997952916943,0.008127518423192818,0.001698479529724125,0.22280054373790786,-0.00886524822695034,0.017416098936549145,-0.026281347163499485,-0.031242798252262963,-0.032128514056224744,0.005145861147070711,-0.037274375203295455,0.10593511618328358
2026-03-05,4,-0.005646699177523806,0.005169268193796928,-0.0041693336282408525,0.00933860182203778,0.23213914555994564,0.0017889087656530744,-0.006656864993467753,0.008445773759120827,-0.022797024493142137,-0.025726141078838194,-0.0011879198838468455,-0.02453822119499135,0.08139689498829222
2026-03-06,5,-0.013276804314631963,-0.001512554199858851,-0.011169867563333774,0.009657313363474923,0.24179645892342055,-0.0017857142857142794,-0.020361478190851323,0.018575763905137044,-0.0042212605880050935,0.021294718909710353,-0.0047937084920961145,0.026088427401806467,0.1074853223900987
2026-03-09,6,0.008304129661336201,-0.007069278933548806,0.008630391795480797,-0.015699670729029603,0.22609678819439094,-0.007155635062611743,0.018400550282456258,-0.025556185345068,-0.029777445933073094,-0.06672226855713104,0.005404877829798045,-0.07212714638692908,0.03535817600316962
2026-03-10,7,-0.0021350826001804712,-0.014035801464605369,-0.0009474657017860405,-0.013088335762819328,0.21300845243157163,0.0003603603603603567,-0.0003495669909856906,0.0007099273513460473,-0.029067518581727046,-0.07685433422698829,0.0004715784878784612,-0.07732591271486675,-0.04196773671169712
2026-03-11,8,-0.0008375752785526602,-0.02114710129977304,0.00024298238154529946,-0.02139008368131834,0.1916183687502533,0.0018011527377521652,0.0019809167499528655,-0.0001797640122007003,-0.029247282593927747,-0.037754114230396985,0.0010847465943953744,-0.03883886082479236,-0.08080659753648949
2026-03-12,9,-0.015227722187786008,-0.0061123406049109485,-0.012959812332138157,0.006847471727227208,0.1984658404774805,-0.013664149586479657,-0.023865568154357607,0.01020141856787795,-0.019045864026049797,-0.014084507042253391,-0.005715661376917685,-0.008368845665335706,-0.08917544320182519
2026-03-13,10,-0.006059089233314663,0.010603329445445953,-0.004547696773726018,0.01515102621917197,0.21361686669665247,-0.01057236602260292,-0.007397568574808326,-0.003174797447794593,-0.02222066147384439,-0.008163265306122436,-0.0013828046644108953,-0.00678046064171154,-0.09595590384353672
