Date,Price,Open,High,Low,Vol.,Change %
03/07/2025,"5,770.20","5,726.01","5,783.01","5,666.29",,0.55%
03/06/2025,"5,738.52","5,785.87","5,812.08","5,711.64",,-1.78%
03/05/2025,"5,842.63","5,781.36","5,860.59","5,742.35",,1.12%
03/04/2025,"5,778.15","5,811.98","5,865.08","5,732.59",,-1.22%
03/03/2025,"5,849.72","5,968.33","5,986.09","5,810.91",,-1.76%
02/28/2025,"5,954.50","5,856.74","5,959.40","5,837.66",,1.59%
02/27/2025,"5,861.57","5,981.88","5,993.69","5,858.78",,-1.59%
02/26/2025,"5,956.06","5,970.87","6,009.82","5,932.69",,0.01%
02/25/2025,"5,955.25","5,982.73","5,992.65","5,908.49",,-0.47%
02/24/2025,"5,983.25","6,026.69","6,043.65","5,977.83",,-0.50%
02/21/2025,"6,013.13","6,114.10","6,114.82","6,008.56",,-1.71%
02/20/2025,"6,117.52","6,134.50","6,134.50","6,084.59",,-0.43%
02/19/2025,"6,144.15","6,117.76","6,147.43","6,111.15",,0.24%
02/18/2025,"6,129.58","6,121.60","6,129.63","6,099.51",,0.24%
02/14/2025,"6,114.63","6,115.52","6,127.47","6,107.62",,-0.01%
02/13/2025,"6,115.07","6,060.59","6,116.91","6,050.95",,1.04%
02/12/2025,"6,051.97","6,025.08","6,063.00","6,003.00",,-0.27%
02/11/2025,"6,068.50","6,049.32","6,076.28","6,042.34",,0.03%
02/10/2025,"6,066.44","6,046.40","6,073.38","6,044.84",,0.67%
02/07/2025,"6,025.99","6,083.13","6,101.28","6,019.96",,-0.95%
02/06/2025,"6,083.57","6,072.22","6,084.03","6,046.83",,0.36%
02/05/2025,"6,061.48","6,020.45","6,062.86","6,007.06",,0.39%
02/04/2025,"6,037.88","5,998.14","6,042.48","5,990.87",,0.72%
02/03/2025,"5,994.57","5,969.65","6,022.13","5,923.93",,-0.76%
01/31/2025,"6,040.53","6,096.79","6,120.91","6,030.93",,-0.50%
01/30/2025,"6,071.17","6,050.75","6,086.64","6,027.46",,0.53%
01/29/2025,"6,039.31","6,057.70","6,062.83","6,012.96",,-0.47%
01/28/2025,"6,067.70","6,026.97","6,074.54","5,994.63",,0.92%
01/27/2025,"6,012.28","5,969.04","6,017.17","5,962.92",,-1.46%
01/24/2025,"6,101.24","6,121.43","6,128.18","6,088.74",,-0.29%
01/23/2025,"6,118.71","6,076.32","6,118.73","6,074.67",,0.53%
01/22/2025,"6,086.37","6,081.39","6,100.81","6,076.13",,0.61%
01/21/2025,"6,049.24","6,014.12","6,051.51","6,006.88",,0.88%
01/17/2025,"5,996.66","5,995.40","6,014.96","5,978.44",,1.00%
01/16/2025,"5,937.34","5,963.61","5,964.69","5,930.72",,-0.21%
01/15/2025,"5,949.91","5,905.21","5,960.61","5,905.21",,1.83%
01/14/2025,"5,842.91","5,859.27","5,871.92","5,805.42",,0.11%
01/13/2025,"5,836.22","5,782.02","5,838.61","5,773.31",,0.16%
01/10/2025,"5,827.04","5,890.35","5,890.35","5,807.78",,-1.54%
01/08/2025,"5,918.25","5,910.66","5,927.89","5,874.78",,0.16%
01/07/2025,"5,909.03","5,993.26","6,000.68","5,890.68",,-1.11%
01/06/2025,"5,975.38","5,982.81","6,021.04","5,960.01",,0.55%
01/03/2025,"5,942.47","5,891.07","5,949.34","5,888.66",,1.26%
01/02/2025,"5,868.55","5,903.26","5,935.09","5,829.53",,-0.22%
12/31/2024,"5,881.63","5,919.74","5,929.74","5,868.86",,-0.43%
12/30/2024,"5,906.94","5,920.67","5,940.79","5,869.16",,-1.07%
12/27/2024,"5,970.84","6,006.17","6,006.17","5,932.95",,-1.11%
12/26/2024,"6,037.59","6,024.97","6,049.75","6,007.37",,-0.04%
12/24/2024,"6,040.04","5,984.63","6,040.10","5,981.44",,1.10%
12/23/2024,"5,974.07","5,940.25","5,978.25","5,902.57",,0.73%
12/20/2024,"5,930.85","5,842.00","5,982.06","5,832.30",,1.09%
12/19/2024,"5,867.08","5,912.71","5,935.52","5,866.07",,-0.09%
12/18/2024,"5,872.16","6,047.65","6,070.67","5,867.79",,-2.95%
12/17/2024,"6,050.61","6,052.55","6,057.68","6,035.19",,-0.39%
12/16/2024,"6,074.08","6,063.79","6,085.19","6,059.14",,0.38%
12/13/2024,"6,051.09","6,068.17","6,078.58","6,035.77",,0.00%
12/12/2024,"6,051.25","6,074.29","6,079.68","6,051.25",,-0.54%
12/11/2024,"6,084.19","6,060.15","6,092.59","6,060.15",,0.82%
12/10/2024,"6,034.91","6,057.59","6,065.40","6,029.89",,-0.30%
12/09/2024,"6,052.85","6,083.01","6,088.51","6,048.63",,-0.61%
12/06/2024,"6,090.27","6,081.38","6,099.97","6,079.98",,0.25%
12/05/2024,"6,075.11","6,089.03","6,094.55","6,072.90",,-0.19%
12/04/2024,"6,086.49","6,069.39","6,089.84","6,061.06",,0.61%
12/03/2024,"6,049.88","6,042.97","6,052.07","6,033.39",,0.05%
12/02/2024,"6,047.15","6,040.11","6,053.58","6,035.33",,0.24%
11/29/2024,"6,032.38","6,003.98","6,044.17","6,003.98",,0.56%
11/27/2024,"5,998.74","6,014.11","6,020.16","5,984.87",,-0.38%
11/26/2024,"6,021.63","6,000.03","6,025.42","5,992.27",,0.57%
11/25/2024,"5,987.37","5,992.28","6,020.75","5,963.91",,0.30%
11/22/2024,"5,969.34","5,944.36","5,972.90","5,944.36",,0.35%
11/21/2024,"5,948.71","5,940.58","5,963.32","5,887.26",,0.53%
11/20/2024,"5,917.11","5,914.34","5,920.67","5,860.56",,0.00%
11/19/2024,"5,916.98","5,870.05","5,923.51","5,855.29",,0.40%
11/18/2024,"5,893.62","5,874.17","5,908.12","5,865.95",,0.39%
